,f,p,t
735,152139101.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/152139101.V12.jpeg,2
736,TOO93404402.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TOO93404402.V12.jpeg,2
737,94999000.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/94999000.V12.jpeg,2
738,T0115885000.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0115885000.V12.jpeg,2
739,TOO99821408.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TOO99821408.V12.jpeg,2
740,TOO51609208.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TOO51609208.V12.jpeg,2
741,TOO87636802.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TOO87636802.V12.jpeg,2
742,T0097775003.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0097775003.V12.jpeg,2
743,T00139061400.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T00139061400.V12.jpeg,2
744,T0048269909.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0048269909.V12.jpeg,2
745,T0106709400.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0106709400.V12.jpeg,2
746,T0076598001.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0076598001.V12.jpeg,2
747,T0151517207.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0151517207.V12.jpeg,2
748,T00160469800.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T00160469800.V12.jpeg,2
749,86303700.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/86303700.V12.jpeg,2
750,175737700.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/175737700.V12.jpeg,2
751,171033400.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/171033400.V12.jpeg,2
752,98292301.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/98292301.V12.jpeg,2
753,138231711.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/138231711.V12.jpeg,2
754,T0069008204.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0069008204.V12.jpeg,2
755,109721800.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/109721800.V12.jpeg,2
756,T00148933605.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T00148933605.V12.jpeg,2
757,T00130154108.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T00130154108.V12.jpeg,2
758,TOO97342300.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TOO97342300.V12.jpeg,2
759,162586900.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/162586900.V12.jpeg,2
760,103942108.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/103942108.V12.jpeg,2
761,148982407.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/148982407.V12.jpeg,2
762,T00161106400.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T00161106400.V12.jpeg,2
763,T0133039703.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0133039703.V12.jpeg,2
764,T0094202803.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0094202803.V12.jpeg,2
765,T0146085829.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0146085829.V12.jpeg,2
766,123416500.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/123416500.V12.jpeg,2
767,TO105937600.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TO105937600.V12.jpeg,2
768,156551400.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/156551400.V12.jpeg,2
769,160990500.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/160990500.V12.jpeg,2
770,TOO94088500.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TOO94088500.V12.jpeg,2
771,T0100904600.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0100904600.V12.jpeg,2
772,TO107531900.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TO107531900.V12.jpeg,2
773,TO105937610.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TO105937610.V12.jpeg,2
774,101050700.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/101050700.V12.jpeg,2
775,T0043994000.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0043994000.V12.jpeg,2
776,T00116530004.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T00116530004.V12.jpeg,2
777,TOO79055402.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TOO79055402.V12.jpeg,2
778,TOO105051500.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TOO105051500.V12.jpeg,2
779,156427700.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/156427700.V12.jpeg,2
780,T0041423800.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0041423800.V12.jpeg,2
781,155332311.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/155332311.V12.jpeg,2
782,106928600.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/106928600.V12.jpeg,2
783,180535600.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/180535600.V12.jpeg,2
784,168741600.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/168741600.V12.jpeg,2
785,117133001.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/117133001.V12.jpeg,2
786,T0049541900.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0049541900.V12.jpeg,2
787,84104100.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/84104100.V12.jpeg,2
788,171568400.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/171568400.V12.jpeg,2
789,T0056457304.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0056457304.V12.jpeg,2
790,154625300.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/154625300.V12.jpeg,2
791,TOO38843305.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TOO38843305.V12.jpeg,2
792,T00156099804.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T00156099804.V12.jpeg,2
793,156601000.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/156601000.V12.jpeg,2
794,T0111444500.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0111444500.V12.jpeg,2
795,94546600.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/94546600.V12.jpeg,2
796,TOO46679405.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TOO46679405.V12.jpeg,2
797,31121000.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/31121000.V12.jpeg,2
798,154349700.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/154349700.V12.jpeg,2
799,TOO49095100.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TOO49095100.V12.jpeg,2
800,TO102074500.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TO102074500.V12.jpeg,2
801,167783400.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/167783400.V12.jpeg,2
802,TOO99550904.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TOO99550904.V12.jpeg,2
803,132285900.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/132285900.V12.jpeg,2
804,T0099711500.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0099711500.V12.jpeg,2
805,150279401.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/150279401.V12.jpeg,2
806,T0141765322.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0141765322.V12.jpeg,2
807,TOO51609207.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TOO51609207.V12.jpeg,2
808,156953203.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/156953203.V12.jpeg,2
809,TO106817500.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TO106817500.V12.jpeg,2
810,T0070773300.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0070773300.V12.jpeg,2
811,TOO94060202.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TOO94060202.V12.jpeg,2
812,T0103882600.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0103882600.V12.jpeg,2
813,165327100.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/165327100.V12.jpeg,2
814,159954300.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/159954300.V12.jpeg,2
815,T0145945910.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0145945910.V12.jpeg,2
816,T0163897300.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0163897300.V12.jpeg,2
817,TO104560100.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TO104560100.V12.jpeg,2
818,160249901.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/160249901.V12.jpeg,2
819,T0094202800.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0094202800.V12.jpeg,2
820,163932900.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/163932900.V12.jpeg,2
821,TO107531901.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TO107531901.V12.jpeg,2
822,T00162693700.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T00162693700.V12.jpeg,2
823,154100617.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/154100617.V12.jpeg,2
824,176949700.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/176949700.V12.jpeg,2
825,175606700.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/175606700.V12.jpeg,2
826,TO103670221.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TO103670221.V12.jpeg,2
827,179624300.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/179624300.V12.jpeg,2
828,T00124001100.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T00124001100.V12.jpeg,2
829,T0010113714.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0010113714.V12.jpeg,2
830,167890601.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/167890601.V12.jpeg,2
831,00141982100.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/00141982100.V12.jpeg,2
832,TO105183212.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TO105183212.V12.jpeg,2
833,TOO84471100.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TOO84471100.V12.jpeg,2
834,179998000.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/179998000.V12.jpeg,2
835,171114200.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/171114200.V12.jpeg,2
836,169454300.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/169454300.V12.jpeg,2
837,135307900.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/135307900.V12.jpeg,2
838,156952800.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/156952800.V12.jpeg,2
839,TOO38843306.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TOO38843306.V12.jpeg,2
840,116826100.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/116826100.V12.jpeg,2
841,TOO79055400.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TOO79055400.V12.jpeg,2
842,172734302.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/172734302.V12.jpeg,2
843,T0111323412.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0111323412.V12.jpeg,2
844,168569501.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/168569501.V12.jpeg,2
845,TO102070211.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TO102070211.V12.jpeg,2
846,T0107038300.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0107038300.V12.jpeg,2
847,T0138249721.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0138249721.V12.jpeg,2
848,0141844000.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/0141844000.V12.jpeg,2
849,173916800.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/173916800.V12.jpeg,2
850,T00133637001.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T00133637001.V12.jpeg,2
851,T0103350904.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0103350904.V12.jpeg,2
852,155823200.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/155823200.V12.jpeg,2
853,T0163438000.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0163438000.V12.jpeg,2
854,TO103670222.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TO103670222.V12.jpeg,2
855,168497900.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/168497900.V12.jpeg,2
856,T0110755708.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0110755708.V12.jpeg,2
857,T00144455000.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T00144455000.V12.jpeg,2
858,122904510.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/122904510.V12.jpeg,2
859,T0044936608.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0044936608.V12.jpeg,2
860,TO105937608.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TO105937608.V12.jpeg,2
861,0153579302.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/0153579302.V12.jpeg,2
862,173730900.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/173730900.V12.jpeg,2
863,TOO100383605.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TOO100383605.V12.jpeg,2
864,TOO99821400.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TOO99821400.V12.jpeg,2
865,TO100803300.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TO100803300.V12.jpeg,2
866,T00156427700.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T00156427700.V12.jpeg,2
867,156293300.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/156293300.V12.jpeg,2
868,163239126.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/163239126.V12.jpeg,2
869,101091000.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/101091000.V12.jpeg,2
870,TOO52079612.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/TOO52079612.V12.jpeg,2
871,T00151196106.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T00151196106.V12.jpeg,2
872,T0149273600.V12.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/2/T0149273600.V12.jpeg,2
873,T00103942108.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/T00103942108.V13.jpeg,3
874,TO105322100.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/TO105322100.V13.jpeg,3
875,157780600.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/157780600.V13.jpeg,3
876,162586900.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/162586900.V13.jpeg,3
877,T00165323500.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/T00165323500.V13.jpeg,3
878,T00159016200.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/T00159016200.V13.jpeg,3
879,TOO97342303.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/TOO97342303.V13.jpeg,3
880,147846800.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/147846800.V13.jpeg,3
881,142826603.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/142826603.V13.jpeg,3
882,176341900.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/176341900.V13.jpeg,3
883,T00144011100.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/T00144011100.V13.jpeg,3
884,TO105183208.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/TO105183208.V13.jpeg,3
885,103942108.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/103942108.V13.jpeg,3
886,107793318.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/107793318.V13.jpeg,3
887,T0094202800.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/T0094202800.V13.jpeg,3
888,T00163032000.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/T00163032000.V13.jpeg,3
889,163778000.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/163778000.V13.jpeg,3
890,T00123740710.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/T00123740710.V13.jpeg,3
891,106928600.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/106928600.V13.jpeg,3
892,TO104560100.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/TO104560100.V13.jpeg,3
893,TOO94136300.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/TOO94136300.V13.jpeg,3
894,TOO104492300.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/TOO104492300.V13.jpeg,3
895,TO105937600.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/TO105937600.V13.jpeg,3
896,179070000.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/179070000.V13.jpeg,3
897,160249901.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/160249901.V13.jpeg,3
898,T0103882600.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/T0103882600.V13.jpeg,3
899,T0110755710.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/T0110755710.V13.jpeg,3
900,TO104291009.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/TO104291009.V13.jpeg,3
901,T0010113714.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/T0010113714.V13.jpeg,3
902,TO106439009.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/TO106439009.V13.jpeg,3
903,T00160249900.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/T00160249900.V13.jpeg,3
904,TOO79055400.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/TOO79055400.V13.jpeg,3
905,149332900.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/149332900.V13.jpeg,3
906,T00160469800.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/T00160469800.V13.jpeg,3
907,109721800.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/109721800.V13.jpeg,3
908,156952800.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/156952800.V13.jpeg,3
909,TOO77842200.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/TOO77842200.V13.jpeg,3
910,150279401.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/150279401.V13.jpeg,3
911,T0150077810.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/T0150077810.V13.jpeg,3
912,156952802.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/156952802.V13.jpeg,3
913,TOO100383600.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/TOO100383600.V13.jpeg,3
914,160469800.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/160469800.V13.jpeg,3
915,TOO38843305.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/TOO38843305.V13.jpeg,3
916,T0076598001.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/T0076598001.V13.jpeg,3
917,TO1000170500.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/TO1000170500.V13.jpeg,3
918,TOO2780800.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/TOO2780800.V13.jpeg,3
919,165905600.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/165905600.V13.jpeg,3
920,TO104862008.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/TO104862008.V13.jpeg,3
921,T00160249901.V13.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/3/T00160249901.V13.jpeg,3
